"","Units","scenario","region","sector","subsector","PrimaryFuelCO2Coef.name","year","value","PrimaryFuelCO2Coef","fuel"
"2934","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2065,0.0324917,0,"nuclearFuelGenIII"
"2935","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2070,0.0339797,0,"nuclearFuelGenIII"
"2936","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2075,0.0338626,0,"nuclearFuelGenIII"
"2937","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2080,0.0330098,0,"nuclearFuelGenIII"
"2938","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2085,0.0345882,0,"nuclearFuelGenIII"
"2939","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2090,0.037553,0,"nuclearFuelGenIII"
"2940","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2095,0.0409965,0,"nuclearFuelGenIII"
"2941","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","nuclear","nuclearFuelGenIII",2100,0.0433905,0,"nuclearFuelGenIII"
"2942","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2020,1.09486e-05,0,"global solar resource"
"2943","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2025,8.74885e-05,0,"global solar resource"
"2944","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2030,0.000546768,0,"global solar resource"
"2945","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2035,0.00205283,0,"global solar resource"
"2946","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2040,0.00495321,0,"global solar resource"
"2947","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2045,0.0078552,0,"global solar resource"
"2948","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2050,0.0110694,0,"global solar resource"
"2949","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2055,0.013068,0,"global solar resource"
"2950","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2060,0.0131558,0,"global solar resource"
"2951","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2065,0.011575,0,"global solar resource"
"2952","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2070,0.0123372,0,"global solar resource"
"2953","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2075,0.0125685,0,"global solar resource"
"2954","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2080,0.0124921,0,"global solar resource"
"2955","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2085,0.0132754,0,"global solar resource"
"2956","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2090,0.0146328,0,"global solar resource"
"2957","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2095,0.0161721,0,"global solar resource"
"2958","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","solar","global solar resource",2100,0.017181,0,"global solar resource"
"2959","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2020,9.45094e-06,0,"onshore wind resource"
"2960","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2025,6.18144e-05,0,"onshore wind resource"
"2961","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2030,0.000342806,0,"onshore wind resource"
"2962","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2035,0.00121699,0,"onshore wind resource"
"2963","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2040,0.00283583,0,"onshore wind resource"
"2964","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2045,0.00444413,0,"onshore wind resource"
"2965","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2050,0.00621677,0,"onshore wind resource"
"2966","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2055,0.00739179,0,"onshore wind resource"
"2967","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2060,0.0075216,0,"onshore wind resource"
"2968","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2065,0.00669688,0,"onshore wind resource"
"2969","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2070,0.0071191,0,"onshore wind resource"
"2970","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2075,0.00724277,0,"onshore wind resource"
"2971","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2080,0.00720643,0,"onshore wind resource"
"2972","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2085,0.0076234,0,"onshore wind resource"
"2973","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2090,0.00841109,0,"onshore wind resource"
"2974","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2095,0.00932686,0,"onshore wind resource"
"2975","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South Africa","H2 central production","wind","onshore wind resource",2100,0.0100429,0,"onshore wind resource"
"2976","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2020,1.051366e-07,0,"biomass"
"2977","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2025,2.16932051e-06,0,"biomass"
"2978","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2030,1.94334e-05,0,"biomass"
"2979","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2035,6.00435e-05,0,"biomass"
"2980","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2040,0.000654420304686,0,"biomass"
"2981","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2045,0.001469810124473,0,"biomass"
"2982","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2050,0.00158751,0,"biomass"
"2983","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2055,0.002005300163987,0,"biomass"
"2984","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2060,0.00316118011372,0,"biomass"
"2985","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2065,0.00437144,0,"biomass"
"2986","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2070,0.0069494,0,"biomass"
"2987","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2075,0.00794081,0,"biomass"
"2988","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2080,0.0081943,0,"biomass"
"2989","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2085,0.00789415,0,"biomass"
"2990","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2090,0.00869587,0,"biomass"
"2991","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2095,0.0106435,0,"biomass"
"2992","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","biomass","regional biomass",2100,0.012093,0,"biomass"
"2993","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2020,1.964599e-07,27.3,"coal"
"2994","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2025,1.78936746e-06,27.3,"coal"
"2995","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2030,4.704307687e-06,27.3,"coal"
"2996","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2035,6.559819373e-06,27.3,"coal"
"2997","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2040,8.889503517e-05,27.3,"coal"
"2998","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2045,0.00018133766521,27.3,"coal"
"2999","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2050,0.00021542645347,27.3,"coal"
"3000","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2055,0.00026912686,27.3,"coal"
"3001","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2060,0.00029834654878,27.3,"coal"
"3002","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2065,0.0002856022691,27.3,"coal"
"3003","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2070,0.0002646539589,27.3,"coal"
"3004","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2075,0.0002496157061,27.3,"coal"
"3005","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2080,0.000230471588,27.3,"coal"
"3006","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2085,0.0002087486224,27.3,"coal"
"3007","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2090,0.0001668395679,27.3,"coal"
"3008","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2095,0.0001176803874,27.3,"coal"
"3009","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","coal","regional coal",2100,8.5683313e-05,27.3,"coal"
"3010","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2020,6.11882e-10,0,"elect_td_ind"
"3011","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2025,7.64296e-09,0,"elect_td_ind"
"3012","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2030,3.27794e-08,0,"elect_td_ind"
"3013","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2035,9.37499e-08,0,"elect_td_ind"
"3014","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2040,2.53047e-06,0,"elect_td_ind"
"3015","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2045,6.97544e-06,0,"elect_td_ind"
"3016","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2050,1.23757e-05,0,"elect_td_ind"
"3017","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2055,2.12011e-05,0,"elect_td_ind"
"3018","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2060,2.93016e-05,0,"elect_td_ind"
"3019","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2065,3.57633e-05,0,"elect_td_ind"
"3020","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2070,3.88464e-05,0,"elect_td_ind"
"3021","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2075,4.41078e-05,0,"elect_td_ind"
"3022","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2080,4.90487e-05,0,"elect_td_ind"
"3023","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2085,5.34175e-05,0,"elect_td_ind"
"3024","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2090,5.13513e-05,0,"elect_td_ind"
"3025","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2095,4.3772e-05,0,"elect_td_ind"
"3026","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","electricity","elect_td_ind",2100,3.72262e-05,0,"elect_td_ind"
"3027","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2020,2.97882e-07,14.2,"natural gas"
"3028","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2025,2.300055e-06,14.2,"natural gas"
"3029","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2030,7.7424875e-06,14.2,"natural gas"
"3030","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2035,1.53795891e-05,14.2,"natural gas"
"3031","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2040,0.000265264416,14.2,"natural gas"
"3032","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2045,0.000589532401,14.2,"natural gas"
"3033","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2050,0.0007674350261,14.2,"natural gas"
"3034","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2055,0.001038297241,14.2,"natural gas"
"3035","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2060,0.001230092299,14.2,"natural gas"
"3036","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2065,0.001236312203,14.2,"natural gas"
"3037","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2070,0.001187443518,14.2,"natural gas"
"3038","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2075,0.001183896629,14.2,"natural gas"
"3039","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2080,0.00116200511,14.2,"natural gas"
"3040","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2085,0.00113083004,14.2,"natural gas"
"3041","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2090,0.000962198484,14.2,"natural gas"
"3042","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2095,0.000712900751,14.2,"natural gas"
"3043","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","gas","regional natural gas",2100,0.000544970686,14.2,"natural gas"
"3044","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2020,5.56482e-08,0,"nuclearFuelGenIII"
"3045","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2025,5.64231e-07,0,"nuclearFuelGenIII"
"3046","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2030,1.91273e-06,0,"nuclearFuelGenIII"
"3047","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2035,5.14674e-06,0,"nuclearFuelGenIII"
"3048","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2040,0.000138298,0,"nuclearFuelGenIII"
"3049","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2045,0.000328664,0,"nuclearFuelGenIII"
"3050","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2050,0.000490331,0,"nuclearFuelGenIII"
"3051","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2055,0.00101731,0,"nuclearFuelGenIII"
"3052","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2060,0.00176806,0,"nuclearFuelGenIII"
"3053","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2065,0.00291943,0,"nuclearFuelGenIII"
"3054","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2070,0.00302057,0,"nuclearFuelGenIII"
"3055","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2075,0.00333282,0,"nuclearFuelGenIII"
"3056","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2080,0.00364398,0,"nuclearFuelGenIII"
"3057","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2085,0.00390645,0,"nuclearFuelGenIII"
"3058","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2090,0.00369236,0,"nuclearFuelGenIII"
"3059","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2095,0.00308985,0,"nuclearFuelGenIII"
"3060","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","nuclear","nuclearFuelGenIII",2100,0.00256874,0,"nuclearFuelGenIII"
"3061","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2020,7.23805e-08,0,"global solar resource"
"3062","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2025,7.27372e-07,0,"global solar resource"
"3063","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2030,2.44741e-06,0,"global solar resource"
"3064","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2035,6.56083e-06,0,"global solar resource"
"3065","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2040,0.000175963,0,"global solar resource"
"3066","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2045,0.000417323,0,"global solar resource"
"3067","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2050,0.000620829,0,"global solar resource"
"3068","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2055,0.0008894,0,"global solar resource"
"3069","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2060,0.00101797,0,"global solar resource"
"3070","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2065,0.00104009,0,"global solar resource"
"3071","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2070,0.00109677,0,"global solar resource"
"3072","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2075,0.0012371,0,"global solar resource"
"3073","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2080,0.00137912,0,"global solar resource"
"3074","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2085,0.00149948,0,"global solar resource"
"3075","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2090,0.00143887,0,"global solar resource"
"3076","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2095,0.00121896,0,"global solar resource"
"3077","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","solar","global solar resource",2100,0.00101718,0,"global solar resource"
"3078","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2020,7.09644e-08,0,"onshore wind resource"
"3079","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2025,7.11674e-07,0,"onshore wind resource"
"3080","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2030,2.38381e-06,0,"onshore wind resource"
"3081","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2035,5.68803e-06,0,"onshore wind resource"
"3082","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2040,0.000128717,0,"onshore wind resource"
"3083","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2045,0.000279219,0,"onshore wind resource"
"3084","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2050,0.000391207,0,"onshore wind resource"
"3085","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2055,0.000541721,0,"onshore wind resource"
"3086","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2060,0.000630997,0,"onshore wind resource"
"3087","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2065,0.00066492,0,"onshore wind resource"
"3088","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2070,0.000732355,0,"onshore wind resource"
"3089","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2075,0.000834336,0,"onshore wind resource"
"3090","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2080,0.000926339,0,"onshore wind resource"
"3091","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2085,0.000994098,0,"onshore wind resource"
"3092","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2090,0.000929123,0,"onshore wind resource"
"3093","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2095,0.000774507,0,"onshore wind resource"
"3094","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Northern","H2 central production","wind","onshore wind resource",2100,0.000640668,0,"onshore wind resource"
"3095","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2020,1.73457e-05,0,"biomass"
"3096","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2025,0.000184044183,0,"biomass"
"3097","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2030,0.0014610657981,0,"biomass"
"3098","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2035,0.00470025735494,0,"biomass"
"3099","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2040,0.00757744342351,0,"biomass"
"3100","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2045,0.011278400712355,0,"biomass"
"3101","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2050,0.012480300336347,0,"biomass"
"3102","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2055,0.01305980042942,0,"biomass"
"3103","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2060,0.016785300208605,0,"biomass"
"3104","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2065,0.018601500143164,0,"biomass"
"3105","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2070,0.0237736,0,"biomass"
"3106","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2075,0.023302200107261,0,"biomass"
"3107","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2080,0.02239200012453,0,"biomass"
"3108","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2085,0.0215062001192,0,"biomass"
"3109","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2090,0.0240817,0,"biomass"
"3110","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2095,0.0313168,0,"biomass"
"3111","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","biomass","regional biomass",2100,0.0373316,0,"biomass"
"3112","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","coal","regional coal",2020,3.27115e-05,27.3,"coal"
"3113","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","coal","regional coal",2025,0.000155615361,27.3,"coal"
"3114","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","coal","regional coal",2030,0.000431129515,27.3,"coal"
"3115","EJ","GCAM_CWF_W16_nuctrial3_cprice12","South America_Southern","H2 central production","coal","regional coal",2035,0.000702189486,27.3,"coal"
