"","scenario","region","year","direct","transformation","enduse","ghg","value","Units"
"10869","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"electricity","electricity","resid cooling","CO2",4.761164,"MTCO2e"
"10870","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"electricity","electricity","resid heating","CO2",0.1279666,"MTCO2e"
"10871","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"electricity","electricity","resid others","CO2",10.03586,"MTCO2e"
"10872","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","cement","CO2",0.02786842,"MTCO2e"
"10873","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","comm cooling","CO2",0.000764352,"MTCO2e"
"10874","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","comm heating","CO2",5.128211e-05,"MTCO2e"
"10875","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","comm others","CO2",0.0006741409,"MTCO2e"
"10876","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","industrial energy use","CO2",0.1610013,"MTCO2e"
"10877","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","industrial feedstocks","CO2",0.6310889,"MTCO2e"
"10878","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","iron and steel","CO2",0.05835763,"MTCO2e"
"10879","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","N fertilizer","CO2",0.01765504,"MTCO2e"
"10880","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","resid heating","CO2",2.772396e-05,"MTCO2e"
"10881","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"gas processing","gas processing","resid others","CO2",0.008233626,"MTCO2e"
"10882","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","2W and 3W","CO2",0.007750113,"MTCO2e"
"10883","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","agricultural energy use","CO2",0.02638932,"MTCO2e"
"10884","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Bus","CO2",0.0211711,"MTCO2e"
"10885","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Car","CO2",0.082211,"MTCO2e"
"10886","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","cement","CO2",0.03200381,"MTCO2e"
"10887","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","chemical energy use","CO2",0.002607013,"MTCO2e"
"10888","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","chemical feedstocks","CO2",0.008501121,"MTCO2e"
"10889","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","comm heating","CO2",0.002368559,"MTCO2e"
"10890","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","comm others","CO2",0.02626438,"MTCO2e"
"10891","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","construction","CO2",0.02709037,"MTCO2e"
"10892","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Domestic Aviation","CO2",0.0176166,"MTCO2e"
"10893","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Domestic Ship","CO2",0.001305383,"MTCO2e"
"10894","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Freight Rail","CO2",0.001783297,"MTCO2e"
"10895","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Heavy truck","CO2",0.0840163,"MTCO2e"
"10896","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","industrial energy use","CO2",0.2247054,"MTCO2e"
"10897","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","industrial feedstocks","CO2",0.03833261,"MTCO2e"
"10898","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","International Aviation","CO2",0.03749921,"MTCO2e"
"10899","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","International Ship","CO2",0.1407703,"MTCO2e"
"10900","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Large Car and Truck","CO2",0.02053034,"MTCO2e"
"10901","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Light truck","CO2",0.02817444,"MTCO2e"
"10902","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Medium truck","CO2",0.01461258,"MTCO2e"
"10903","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Mini Car","CO2",0.01164257,"MTCO2e"
"10904","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","mining energy use","CO2",0.04885309,"MTCO2e"
"10905","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","Passenger Rail","CO2",9.803034e-05,"MTCO2e"
"10906","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","resid heating","CO2",0.001399587,"MTCO2e"
"10907","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2005,"refining","refining","resid others","CO2",0.05942099,"MTCO2e"
"10908","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","agricultural energy use","CO2",0.4192246,"MTCO2e"
"10909","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","cement","CO2",1.074097,"MTCO2e"
"10910","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","chemical energy use","CO2",0.492006,"MTCO2e"
"10911","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","comm cooling","CO2",4.876054,"MTCO2e"
"10912","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","comm heating","CO2",0.1714235,"MTCO2e"
"10913","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","comm others","CO2",6.95969,"MTCO2e"
"10914","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","construction","CO2",0.0840083,"MTCO2e"
"10915","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","Freight Rail","CO2",0.0405819,"MTCO2e"
"10916","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","industrial energy use","CO2",15.98823,"MTCO2e"
"10917","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","Passenger Rail","CO2",0.1034685,"MTCO2e"
"10918","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","resid cooling","CO2",5.75171,"MTCO2e"
"10919","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","resid heating","CO2",0.1545939,"MTCO2e"
"10920","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"electricity","electricity","resid others","CO2",12.12378,"MTCO2e"
"10921","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","Bus","CO2",8.366431e-06,"MTCO2e"
"10922","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","Car","CO2",3.467918e-05,"MTCO2e"
"10923","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","cement","CO2",0.03057296,"MTCO2e"
"10924","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","comm cooling","CO2",0.0002671222,"MTCO2e"
"10925","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","comm heating","CO2",1.794982e-05,"MTCO2e"
"10926","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","comm others","CO2",0.0002354813,"MTCO2e"
"10927","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","industrial energy use","CO2",0.2725798,"MTCO2e"
"10928","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","industrial feedstocks","CO2",0.8055896,"MTCO2e"
"10929","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","iron and steel","CO2",0.07204119,"MTCO2e"
"10930","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","Large Car and Truck","CO2",1.186392e-05,"MTCO2e"
"10931","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","Mini Car","CO2",8.669788e-06,"MTCO2e"
"10932","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","N fertilizer","CO2",0.03252497,"MTCO2e"
"10933","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","resid heating","CO2",2.951107e-05,"MTCO2e"
"10934","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"gas processing","gas processing","resid others","CO2",0.008782935,"MTCO2e"
"10935","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","2W and 3W","CO2",0.0271899,"MTCO2e"
"10936","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","agricultural energy use","CO2",0.06998021,"MTCO2e"
"10937","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Bus","CO2",0.07427598,"MTCO2e"
"10938","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Car","CO2",0.2884484,"MTCO2e"
"10939","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","cement","CO2",0.1075779,"MTCO2e"
"10940","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","chemical energy use","CO2",0.008475681,"MTCO2e"
"10941","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","chemical feedstocks","CO2",0.02229516,"MTCO2e"
"10942","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","comm heating","CO2",0.008971946,"MTCO2e"
"10943","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","comm others","CO2",0.09948823,"MTCO2e"
"10944","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","construction","CO2",0.05245743,"MTCO2e"
"10945","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Domestic Aviation","CO2",0.0604612,"MTCO2e"
"10946","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Domestic Ship","CO2",0.005443394,"MTCO2e"
"10947","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Freight Rail","CO2",0.006256558,"MTCO2e"
"10948","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Heavy truck","CO2",0.2947585,"MTCO2e"
"10949","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","industrial energy use","CO2",0.8621264,"MTCO2e"
"10950","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","industrial feedstocks","CO2",0.1375395,"MTCO2e"
"10951","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","International Aviation","CO2",0.1285603,"MTCO2e"
"10952","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","International Ship","CO2",0.5961612,"MTCO2e"
"10953","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Large Car and Truck","CO2",0.07203467,"MTCO2e"
"10954","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Light truck","CO2",0.09884442,"MTCO2e"
"10955","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Medium truck","CO2",0.05126563,"MTCO2e"
"10956","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Mini Car","CO2",0.04084535,"MTCO2e"
"10957","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","mining energy use","CO2",0.07388781,"MTCO2e"
"10958","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","Passenger Rail","CO2",0.0003443076,"MTCO2e"
"10959","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","resid heating","CO2",0.003271173,"MTCO2e"
"10960","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2010,"refining","refining","resid others","CO2",0.1388834,"MTCO2e"
"10961","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","agricultural energy use","CO2",0.8337288,"MTCO2e"
"10962","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","cement","CO2",1.011578,"MTCO2e"
"10963","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","chemical energy use","CO2",0.4746694,"MTCO2e"
"10964","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","comm cooling","CO2",5.437918,"MTCO2e"
"10965","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","comm heating","CO2",0.1911748,"MTCO2e"
"10966","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","comm others","CO2",7.761638,"MTCO2e"
"10967","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","construction","CO2",0.09607018,"MTCO2e"
"10968","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","Freight Rail","CO2",0.05090508,"MTCO2e"
"10969","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","industrial energy use","CO2",16.16545,"MTCO2e"
"10970","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","mining energy use","CO2",0.2203901,"MTCO2e"
"10971","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","Passenger Rail","CO2",0.129755,"MTCO2e"
"10972","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","resid cooling","CO2",6.13183,"MTCO2e"
"10973","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","resid heating","CO2",0.164813,"MTCO2e"
"10974","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"electricity","electricity","resid others","CO2",12.92504,"MTCO2e"
"10975","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","Bus","CO2",0.0001583726,"MTCO2e"
"10976","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","Car","CO2",0.0006536301,"MTCO2e"
"10977","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","cement","CO2",0.02941236,"MTCO2e"
"10978","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","comm cooling","CO2",0.0002594079,"MTCO2e"
"10979","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","comm heating","CO2",1.733923e-05,"MTCO2e"
"10980","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","comm others","CO2",0.0002288251,"MTCO2e"
"10981","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","industrial energy use","CO2",0.2348858,"MTCO2e"
"10982","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","industrial feedstocks","CO2",0.7216285,"MTCO2e"
"10983","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","iron and steel","CO2",0.05259594,"MTCO2e"
"10984","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","Large Car and Truck","CO2",0.0002236096,"MTCO2e"
"10985","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","Mini Car","CO2",0.0001643636,"MTCO2e"
"10986","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","N fertilizer","CO2",0.03468081,"MTCO2e"
"10987","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","resid heating","CO2",2.457535e-05,"MTCO2e"
"10988","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"gas processing","gas processing","resid others","CO2",0.007312845,"MTCO2e"
"10989","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","2W and 3W","CO2",0.03541254,"MTCO2e"
"10990","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","agricultural energy use","CO2",0.07985334,"MTCO2e"
"10991","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Bus","CO2",0.09672078,"MTCO2e"
"10992","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Car","CO2",0.3750904,"MTCO2e"
"10993","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","cement","CO2",0.1200053,"MTCO2e"
"10994","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","chemical energy use","CO2",0.007810758,"MTCO2e"
"10995","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","chemical feedstocks","CO2",0.02569302,"MTCO2e"
"10996","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","comm heating","CO2",0.01024371,"MTCO2e"
"10997","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","comm others","CO2",0.1135888,"MTCO2e"
"10998","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","construction","CO2",0.05790025,"MTCO2e"
"10999","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Domestic Aviation","CO2",0.07535685,"MTCO2e"
"11000","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Domestic Ship","CO2",0.007264884,"MTCO2e"
"11001","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Freight Rail","CO2",0.008147041,"MTCO2e"
"11002","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Heavy truck","CO2",0.3838839,"MTCO2e"
"11003","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","industrial energy use","CO2",0.9198873,"MTCO2e"
"11004","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","industrial feedstocks","CO2",0.150837,"MTCO2e"
"11005","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","International Aviation","CO2",0.1606513,"MTCO2e"
"11006","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","International Ship","CO2",0.4795449,"MTCO2e"
"11007","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Large Car and Truck","CO2",0.09364206,"MTCO2e"
"11008","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Light truck","CO2",0.1287613,"MTCO2e"
"11009","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Medium truck","CO2",0.06677165,"MTCO2e"
"11010","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Mini Car","CO2",0.05321609,"MTCO2e"
"11011","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","mining energy use","CO2",0.116749,"MTCO2e"
"11012","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","Passenger Rail","CO2",0.0004408797,"MTCO2e"
"11013","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","resid heating","CO2",0.004357879,"MTCO2e"
"11014","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2015,"refining","refining","resid others","CO2",0.1850182,"MTCO2e"
"11015","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","2W and 3W","CO2",0.2843651,"MTCO2e"
"11016","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","agricultural energy use","CO2",0.7197652,"MTCO2e"
"11017","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Bus","CO2",0.05896679,"MTCO2e"
"11018","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Car","CO2",0.06162395,"MTCO2e"
"11019","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","cement","CO2",0.823256,"MTCO2e"
"11020","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","chemical energy use","CO2",0.4071671,"MTCO2e"
"11021","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","comm cooling","CO2",4.966943,"MTCO2e"
"11022","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","comm heating","CO2",0.2359324,"MTCO2e"
"11023","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","comm others","CO2",8.716688,"MTCO2e"
"11024","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","construction","CO2",0.07994346,"MTCO2e"
"11025","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Freight Rail","CO2",0.04611973,"MTCO2e"
"11026","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Heavy truck","CO2",4.591402e-06,"MTCO2e"
"11027","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","HSR","CO2",0.0001536085,"MTCO2e"
"11028","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","industrial energy use","CO2",14.27026,"MTCO2e"
"11029","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Large Car and Truck","CO2",0.01668539,"MTCO2e"
"11030","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Light truck","CO2",0.005759581,"MTCO2e"
"11031","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Medium truck","CO2",2.687122e-07,"MTCO2e"
"11032","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Mini Car","CO2",0.003814793,"MTCO2e"
"11033","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","mining energy use","CO2",0.1910865,"MTCO2e"
"11034","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","Passenger Rail","CO2",0.121993,"MTCO2e"
"11035","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","resid cooling","CO2",5.439941,"MTCO2e"
"11036","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","resid heating","CO2",0.197298,"MTCO2e"
"11037","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"electricity","electricity","resid others","CO2",14.47806,"MTCO2e"
"11038","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Bus","CO2",0.0344135,"MTCO2e"
"11039","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Car","CO2",0.002448049,"MTCO2e"
"11040","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","cement","CO2",0.03113311,"MTCO2e"
"11041","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","chemical feedstocks","CO2",0.001330792,"MTCO2e"
"11042","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","comm cooling","CO2",0.000191824,"MTCO2e"
"11043","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","comm heating","CO2",1.7234e-05,"MTCO2e"
"11044","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","comm others","CO2",0.0002113011,"MTCO2e"
"11045","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Heavy truck","CO2",0.02139677,"MTCO2e"
"11046","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","industrial energy use","CO2",0.2594537,"MTCO2e"
"11047","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","industrial feedstocks","CO2",0.7900099,"MTCO2e"
"11048","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","iron and steel","CO2",0.06821904,"MTCO2e"
"11049","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Large Car and Truck","CO2",0.0006922041,"MTCO2e"
"11050","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Light truck","CO2",0.00233211,"MTCO2e"
"11051","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Medium truck","CO2",0.002314645,"MTCO2e"
"11052","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","Mini Car","CO2",0.0003323264,"MTCO2e"
"11053","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","N fertilizer","CO2",0.0375064,"MTCO2e"
"11054","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean",2020,"gas processing","gas processing","resid heating","CO2",2.360508e-05,"MTCO2e"
