"","scenario","region","direct","transformation","enduse","year","value","ghg","Units"
"2648","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","iron and steel",2085,-0.002554402,"CO2","MTCO2e"
"2649","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Large Car and Truck",2085,-0.004620514,"CO2","MTCO2e"
"2650","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Mini Car",2085,-0.0001175632,"CO2","MTCO2e"
"2651","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","mining energy use",2085,-0.001176594,"CO2","MTCO2e"
"2652","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","agricultural energy use",2090,-0.04036915,"CO2","MTCO2e"
"2653","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Car",2090,-0.003105904,"CO2","MTCO2e"
"2654","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","chemical energy use",2090,-0.2349994,"CO2","MTCO2e"
"2655","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","construction",2090,-0.005382161,"CO2","MTCO2e"
"2656","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","industrial energy use",2090,-0.6755022,"CO2","MTCO2e"
"2657","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","iron and steel",2090,-0.002621723,"CO2","MTCO2e"
"2658","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Large Car and Truck",2090,-0.004587766,"CO2","MTCO2e"
"2659","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Mini Car",2090,-0.0001138753,"CO2","MTCO2e"
"2660","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","mining energy use",2090,-0.00129147,"CO2","MTCO2e"
"2661","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","agricultural energy use",2095,-0.04899227,"CO2","MTCO2e"
"2662","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Car",2095,-0.003370896,"CO2","MTCO2e"
"2663","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","chemical energy use",2095,-0.2788234,"CO2","MTCO2e"
"2664","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","construction",2095,-0.006288326,"CO2","MTCO2e"
"2665","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","industrial energy use",2095,-0.7605076,"CO2","MTCO2e"
"2666","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","iron and steel",2095,-0.00286363,"CO2","MTCO2e"
"2667","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Large Car and Truck",2095,-0.005065995,"CO2","MTCO2e"
"2668","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Mini Car",2095,-0.0001227595,"CO2","MTCO2e"
"2669","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","mining energy use",2095,-0.001586291,"CO2","MTCO2e"
"2670","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","agricultural energy use",2100,-0.05696602,"CO2","MTCO2e"
"2671","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Car",2100,-0.003600607,"CO2","MTCO2e"
"2672","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","chemical energy use",2100,-0.3214718,"CO2","MTCO2e"
"2673","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","construction",2100,-0.007049862,"CO2","MTCO2e"
"2674","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","industrial energy use",2100,-0.8354231,"CO2","MTCO2e"
"2675","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","iron and steel",2100,-0.00297723,"CO2","MTCO2e"
"2676","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Large Car and Truck",2100,-0.005507497,"CO2","MTCO2e"
"2677","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","Mini Car",2100,-0.0001302489,"CO2","MTCO2e"
"2678","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 enduse","H2 enduse","mining energy use",2100,-0.001868775,"CO2","MTCO2e"
"2679","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2020,0.002081049,"CO2","MTCO2e"
"2680","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2020,0.0006572175,"CO2","MTCO2e"
"2681","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2020,0.008043628,"CO2","MTCO2e"
"2682","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2020,9.091184e-05,"CO2","MTCO2e"
"2683","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2020,0.00196267,"CO2","MTCO2e"
"2684","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2025,0.0005140493,"CO2","MTCO2e"
"2685","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2025,6.562391e-06,"CO2","MTCO2e"
"2686","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2025,0.0001440781,"CO2","MTCO2e"
"2687","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2025,0.001142745,"CO2","MTCO2e"
"2688","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2025,5.542139e-05,"CO2","MTCO2e"
"2689","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2025,1.802346e-06,"CO2","MTCO2e"
"2690","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2025,1.288694e-06,"CO2","MTCO2e"
"2691","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2025,0.0004947842,"CO2","MTCO2e"
"2692","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2030,-0.01134371,"CO2","MTCO2e"
"2693","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2030,-0.000311262,"CO2","MTCO2e"
"2694","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2030,-0.003183969,"CO2","MTCO2e"
"2695","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2030,-0.04254547,"CO2","MTCO2e"
"2696","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2030,-0.001569267,"CO2","MTCO2e"
"2697","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2030,-0.0001104387,"CO2","MTCO2e"
"2698","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2030,-4.979262e-05,"CO2","MTCO2e"
"2699","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2030,-0.0095161,"CO2","MTCO2e"
"2700","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2035,-0.04507639,"CO2","MTCO2e"
"2701","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2035,-0.001974822,"CO2","MTCO2e"
"2702","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2035,-0.01273852,"CO2","MTCO2e"
"2703","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2035,-0.2944206,"CO2","MTCO2e"
"2704","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2035,-0.008577448,"CO2","MTCO2e"
"2705","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2035,-0.0008327212,"CO2","MTCO2e"
"2706","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2035,-0.0002655485,"CO2","MTCO2e"
"2707","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2035,-0.03233501,"CO2","MTCO2e"
"2708","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2040,-0.07654898,"CO2","MTCO2e"
"2709","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2040,-0.005682448,"CO2","MTCO2e"
"2710","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2040,-0.02130525,"CO2","MTCO2e"
"2711","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2040,-0.6921251,"CO2","MTCO2e"
"2712","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2040,-0.01617515,"CO2","MTCO2e"
"2713","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2040,-0.002805457,"CO2","MTCO2e"
"2714","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2040,-0.0006537434,"CO2","MTCO2e"
"2715","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2040,-0.04809303,"CO2","MTCO2e"
"2716","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2045,-0.1112828,"CO2","MTCO2e"
"2717","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2045,-0.01138962,"CO2","MTCO2e"
"2718","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2045,-0.03107202,"CO2","MTCO2e"
"2719","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2045,-1.001629,"CO2","MTCO2e"
"2720","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2045,-0.01905861,"CO2","MTCO2e"
"2721","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2045,-0.006307428,"CO2","MTCO2e"
"2722","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2045,-0.001162281,"CO2","MTCO2e"
"2723","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2045,-0.06062504,"CO2","MTCO2e"
"2724","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2050,-0.1171533,"CO2","MTCO2e"
"2725","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2050,-0.01569523,"CO2","MTCO2e"
"2726","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2050,-0.03298441,"CO2","MTCO2e"
"2727","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2050,-1.019739,"CO2","MTCO2e"
"2728","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2050,-0.01679734,"CO2","MTCO2e"
"2729","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2050,-0.009200869,"CO2","MTCO2e"
"2730","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2050,-0.001491993,"CO2","MTCO2e"
"2731","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2050,-0.05685551,"CO2","MTCO2e"
"2732","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2055,-0.1111796,"CO2","MTCO2e"
"2733","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2055,-0.01670696,"CO2","MTCO2e"
"2734","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2055,-0.01156239,"CO2","MTCO2e"
"2735","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2055,-0.03050239,"CO2","MTCO2e"
"2736","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2055,-0.9536689,"CO2","MTCO2e"
"2737","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2055,-0.01625279,"CO2","MTCO2e"
"2738","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2055,-0.01018653,"CO2","MTCO2e"
"2739","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2055,-0.001531117,"CO2","MTCO2e"
"2740","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2055,-0.05055482,"CO2","MTCO2e"
"2741","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2060,-0.1477076,"CO2","MTCO2e"
"2742","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2060,-0.02184725,"CO2","MTCO2e"
"2743","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2060,-0.03376017,"CO2","MTCO2e"
"2744","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2060,-0.03817099,"CO2","MTCO2e"
"2745","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2060,-1.217536,"CO2","MTCO2e"
"2746","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2060,-0.02526821,"CO2","MTCO2e"
"2747","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2060,-0.01376853,"CO2","MTCO2e"
"2748","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2060,-0.001959506,"CO2","MTCO2e"
"2749","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2060,-0.0648669,"CO2","MTCO2e"
"2750","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2065,-0.1671644,"CO2","MTCO2e"
"2751","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2065,-0.02205896,"CO2","MTCO2e"
"2752","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2065,-0.05503829,"CO2","MTCO2e"
"2753","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2065,-0.03987255,"CO2","MTCO2e"
"2754","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2065,-1.26464,"CO2","MTCO2e"
"2755","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2065,-0.03224159,"CO2","MTCO2e"
"2756","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2065,-0.0143466,"CO2","MTCO2e"
"2757","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2065,-0.00195115,"CO2","MTCO2e"
"2758","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2065,-0.07195675,"CO2","MTCO2e"
"2759","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2070,-0.2128893,"CO2","MTCO2e"
"2760","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2070,-0.0245062,"CO2","MTCO2e"
"2761","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2070,-0.08220407,"CO2","MTCO2e"
"2762","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2070,-0.04654668,"CO2","MTCO2e"
"2763","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2070,-1.466935,"CO2","MTCO2e"
"2764","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2070,-0.04146025,"CO2","MTCO2e"
"2765","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2070,-0.01643054,"CO2","MTCO2e"
"2766","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2070,-0.002146339,"CO2","MTCO2e"
"2767","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2070,-0.09067793,"CO2","MTCO2e"
"2768","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2075,-0.2233859,"CO2","MTCO2e"
"2769","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2075,-0.02266752,"CO2","MTCO2e"
"2770","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2075,-0.09309073,"CO2","MTCO2e"
"2771","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2075,-0.04464102,"CO2","MTCO2e"
"2772","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2075,-1.419321,"CO2","MTCO2e"
"2773","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2075,-0.04417652,"CO2","MTCO2e"
"2774","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2075,-0.01567094,"CO2","MTCO2e"
"2775","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2075,-0.001968111,"CO2","MTCO2e"
"2776","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2075,-0.09442846,"CO2","MTCO2e"
"2777","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2080,-0.2236056,"CO2","MTCO2e"
"2778","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2080,-0.02041072,"CO2","MTCO2e"
"2779","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2080,-0.09821948,"CO2","MTCO2e"
"2780","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2080,-0.04061446,"CO2","MTCO2e"
"2781","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2080,-1.325485,"CO2","MTCO2e"
"2782","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2080,-0.04580799,"CO2","MTCO2e"
"2783","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2080,-0.01452051,"CO2","MTCO2e"
"2784","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2080,-0.001757904,"CO2","MTCO2e"
"2785","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2080,-0.09408012,"CO2","MTCO2e"
"2786","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2085,-0.2173301,"CO2","MTCO2e"
"2787","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2085,-0.01799872,"CO2","MTCO2e"
"2788","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2085,-0.09928318,"CO2","MTCO2e"
"2789","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2085,-0.03559049,"CO2","MTCO2e"
"2790","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2085,-1.202585,"CO2","MTCO2e"
"2791","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2085,-0.0451773,"CO2","MTCO2e"
"2792","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2085,-0.01314954,"CO2","MTCO2e"
"2793","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2085,-0.00153809,"CO2","MTCO2e"
"2794","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2085,-0.09110285,"CO2","MTCO2e"
"2795","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2090,-0.2539246,"CO2","MTCO2e"
"2796","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2090,-0.01893924,"CO2","MTCO2e"
"2797","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2090,-0.117813,"CO2","MTCO2e"
"2798","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2090,-0.03704996,"CO2","MTCO2e"
"2799","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2090,-1.305916,"CO2","MTCO2e"
"2800","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2090,-0.0533871,"CO2","MTCO2e"
"2801","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2090,-0.01418847,"CO2","MTCO2e"
"2802","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2090,-0.001606952,"CO2","MTCO2e"
"2803","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2090,-0.106298,"CO2","MTCO2e"
"2804","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2095,-0.3447909,"CO2","MTCO2e"
"2805","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2095,-0.02278005,"CO2","MTCO2e"
"2806","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2095,-0.1584527,"CO2","MTCO2e"
"2807","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2095,-0.04417626,"CO2","MTCO2e"
"2808","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2095,-1.649764,"CO2","MTCO2e"
"2809","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2095,-0.07389128,"CO2","MTCO2e"
"2810","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2095,-0.01747903,"CO2","MTCO2e"
"2811","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2095,-0.001921135,"CO2","MTCO2e"
"2812","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2095,-0.1446104,"CO2","MTCO2e"
"2813","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","agricultural energy use",2100,-0.4415658,"CO2","MTCO2e"
"2814","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Car",2100,-0.02616723,"CO2","MTCO2e"
"2815","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","chemical energy use",2100,-0.2015366,"CO2","MTCO2e"
"2816","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","construction",2100,-0.04923305,"CO2","MTCO2e"
"2817","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","industrial energy use",2100,-1.997361,"CO2","MTCO2e"
"2818","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","iron and steel",2100,-0.09373308,"CO2","MTCO2e"
"2819","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Large Car and Truck",2100,-0.02055095,"CO2","MTCO2e"
"2820","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","Mini Car",2100,-0.002193756,"CO2","MTCO2e"
"2821","GCAM_CWF_W16_nuctrial3_cprice12","Mexico","H2 enduse","H2 enduse","mining energy use",2100,-0.1859525,"CO2","MTCO2e"
"2822","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","agricultural energy use",2020,0.02108048,"CO2","MTCO2e"
"2823","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","industrial energy use",2020,0.0543775,"CO2","MTCO2e"
"2824","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","iron and steel",2020,7.695668e-05,"CO2","MTCO2e"
"2825","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","mining energy use",2020,0.005958604,"CO2","MTCO2e"
"2826","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","agricultural energy use",2025,0.02281492,"CO2","MTCO2e"
"2827","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","Car",2025,0.0001059569,"CO2","MTCO2e"
"2828","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","industrial energy use",2025,0.03996657,"CO2","MTCO2e"
"2829","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","iron and steel",2025,0.00016409,"CO2","MTCO2e"
"2830","GCAM_CWF_W16_nuctrial3_cprice12","Middle East","H2 enduse","H2 enduse","Large Car and Truck",2025,8.378809e-06,"CO2","MTCO2e"
