scenario,region,direct,transformation,enduse,ghg,Units,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,agricultural energy use,CH4,MTCO2e,0.000185498,0.00150496,0.01905539,0.02059278,0.002960092,0.000714938,0.000519756,0.000240322,7.58E-05,1.56E-05,2.51E-06,1.04E-06,2.48E-07,1.81E-09,5.26E-11,2.74E-13,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,cement,CH4,MTCO2e,0.000271403,0.002627815,0.01098344,0.0145353,0.001636389,0.00033361,0.000220341,0.000101971,3.27E-05,6.55E-06,1.05E-06,4.34E-07,1.04E-07,7.57E-10,2.21E-11,1.16E-13,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,comm cooling,CH4,MTCO2e,0.000457999,0.006705365,0.03473459,0.04513086,0.00611888,0.001240906,0.00080074,0.000371784,0.000119337,2.60E-05,4.71E-06,2.24E-06,6.12E-07,4.97E-09,1.58E-10,8.77E-13,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,comm others,CH4,MTCO2e,0.001379309,0.02019384,0.1046063,0.1601122,0.0240653,0.005400081,0.003778318,0.001872662,0.000638258,0.000148444,2.87E-05,1.46E-05,4.25E-06,3.67E-08,1.23E-09,7.28E-12,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,Freight Rail,CH4,MTCO2e,1.93E-06,1.66E-05,7.04E-05,8.75E-05,1.12E-05,2.19E-06,9.98E-06,8.59E-06,3.68E-06,9.16E-07,1.67E-07,8.06E-08,2.28E-08,1.99E-10,6.97E-12,4.39E-14,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,industrial energy use,CH4,MTCO2e,0.005277334,0.07343161,0.449665,0.6463117,0.1165908,0.03153833,0.02560506,0.01344145,0.004517293,0.000966593,0.000162785,7.01E-05,1.72E-05,1.27E-07,3.70E-09,1.92E-11,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,Passenger Rail,CH4,MTCO2e,1.74E-06,1.50E-05,6.35E-05,7.81E-05,9.90E-06,1.76E-06,1.33E-05,7.46E-06,2.29E-06,4.40E-07,6.44E-08,2.47E-08,5.55E-09,3.88E-11,1.09E-12,5.52E-15,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,resid cooling,CH4,MTCO2e,0.002640672,0.03222269,0.198937,0.2436073,0.03312846,0.006385051,0.003866715,0.001675812,0.000497773,9.88E-05,1.60E-05,6.77E-06,1.64E-06,1.19E-08,3.41E-10,1.73E-12,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,resid others,CH4,MTCO2e,0.001604749,0.01958187,0.1208949,0.2167979,0.03799403,0.009897496,0.007462047,0.003766582,0.001257909,0.000278555,4.92E-05,2.26E-05,5.89E-06,4.58E-08,1.40E-09,7.56E-12,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,industrial energy use,industrial energy use,CH4,MTCO2e,0.04273228,0.5624057,1.001363,1.333931,0.7453991,0.5687747,0.4601787,0.2491704,0.07107002,0.01205253,0.001846299,0.000734289,0.000175807,1.14E-06,3.62E-08,1.98E-10,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,iron and steel,iron and steel,CH4,MTCO2e,0.000102883,0.002409472,0.001851807,0.007449793,0.01526569,0.03814544,0.1013759,0.1903884,0.1757607,0.08265355,0.02638496,0.01828812,0.006599135,5.65E-05,2.15E-06,1.32E-08,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,resid others,resid others,CH4,MTCO2e,0.000102963,0.000543618,0.000710855,0.000531814,1.33E-05,2.75E-06,1.08E-06,4.57E-07,1.29E-07,2.21E-08,4.14E-09,1.78E-09,4.23E-10,2.57E-12,7.37E-14,3.60E-16,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,cement,cement,N2O,MTCO2e,0.002091527,0.002305853,0.000888764,0.001109657,0.001301717,0.001377391,0.001286123,0.000818998,0.000283982,5.86E-05,8.02E-06,7.70E-07,4.35E-08,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,agricultural energy use,N2O,MTCO2e,7.19E-06,1.16E-05,8.68E-05,8.29E-05,2.81E-05,8.59E-06,6.34E-06,2.65E-06,6.47E-07,9.53E-08,9.35E-09,7.04E-10,3.23E-11,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,cement,N2O,MTCO2e,1.05E-05,2.03E-05,5.00E-05,5.85E-05,1.56E-05,4.01E-06,2.69E-06,1.12E-06,2.79E-07,3.99E-08,3.91E-09,2.95E-10,1.35E-11,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,comm cooling,N2O,MTCO2e,1.77E-05,5.19E-05,0.000158228,0.000181711,5.82E-05,1.49E-05,9.76E-06,4.10E-06,1.02E-06,1.59E-07,1.76E-08,1.52E-09,7.96E-11,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,comm others,N2O,MTCO2e,5.34E-05,0.000156229,0.000476517,0.000644663,0.000228746,6.49E-05,4.61E-05,2.06E-05,5.44E-06,9.06E-07,1.07E-07,9.89E-09,5.53E-10,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,Freight Rail,N2O,MTCO2e,7.48E-08,1.29E-07,3.21E-07,3.52E-07,1.07E-07,2.63E-08,1.22E-07,9.47E-08,3.14E-08,5.59E-09,6.22E-10,5.47E-11,2.96E-12,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,industrial energy use,N2O,MTCO2e,0.000204471,0.0005681,0.002048377,0.002602259,0.001108222,0.000378788,0.00031217,0.000148143,3.85E-05,5.90E-06,6.07E-07,4.76E-08,2.24E-09,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,Passenger Rail,N2O,MTCO2e,6.75E-08,1.16E-07,2.89E-07,3.15E-07,9.41E-08,2.11E-08,1.62E-07,8.22E-08,1.96E-08,2.68E-09,2.40E-10,1.68E-11,7.22E-13,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,resid cooling,N2O,MTCO2e,0.000102313,0.000249289,0.000906226,0.000980841,0.000314893,7.67E-05,4.71E-05,1.85E-05,4.25E-06,6.02E-07,5.97E-08,4.60E-09,2.14E-10,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,resid others,N2O,MTCO2e,6.22E-05,0.000151494,0.000550717,0.000872898,0.000361142,0.000118873,9.10E-05,4.15E-05,1.07E-05,1.70E-06,1.84E-07,1.53E-08,7.67E-10,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,industrial energy use,industrial energy use,N2O,MTCO2e,0.001655665,0.004351025,0.004561548,0.005370836,0.007085186,0.006831212,0.005610368,0.002746199,0.000606293,7.35E-05,6.89E-06,4.98E-07,2.29E-08,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,iron and steel,iron and steel,N2O,MTCO2e,3.99E-06,1.86E-05,8.44E-06,3.00E-05,0.000145104,0.000458142,0.001235946,0.002098341,0.001499402,0.00050419,9.84E-05,1.24E-05,8.59E-07,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,resid others,resid others,N2O,MTCO2e,3.99E-06,4.21E-06,3.24E-06,2.14E-06,1.26E-07,3.31E-08,1.31E-08,5.04E-09,1.10E-09,1.35E-10,1.54E-11,1.21E-12,5.50E-14,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,agricultural energy use,CH4,MTCO2e,9.58E-06,2.76E-06,5.17E-06,5.01E-06,3.26E-06,1.99E-06,1.35E-06,8.05E-07,3.51E-07,1.47E-07,5.22E-08,1.82E-08,5.88E-09,1.78E-09,1.60E-10,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,cement,CH4,MTCO2e,1.40E-05,4.82E-06,2.98E-06,3.53E-06,1.80E-06,9.28E-07,5.71E-07,3.42E-07,1.51E-07,6.16E-08,2.18E-08,7.63E-09,2.46E-09,7.44E-10,6.74E-11,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,comm cooling,CH4,MTCO2e,2.27E-05,1.17E-05,8.96E-06,1.03E-05,6.40E-06,3.29E-06,1.98E-06,1.20E-06,5.38E-07,2.40E-07,9.69E-08,3.90E-08,1.44E-08,4.86E-09,4.79E-10,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,comm others,CH4,MTCO2e,6.84E-05,3.51E-05,2.70E-05,3.66E-05,2.52E-05,1.43E-05,9.35E-06,6.05E-06,2.88E-06,1.37E-06,5.90E-07,2.54E-07,9.99E-08,3.59E-08,3.75E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,Freight Rail,CH4,MTCO2e,1.04E-07,3.23E-08,2.02E-08,2.28E-08,1.32E-08,6.57E-09,2.81E-08,3.09E-08,1.80E-08,8.92E-09,3.55E-09,1.44E-09,5.44E-10,1.97E-10,2.13E-11,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,industrial energy use,CH4,MTCO2e,0.000272638,0.000134765,0.000122034,0.000157111,0.000128258,8.77E-05,6.64E-05,4.50E-05,2.09E-05,9.09E-06,3.39E-06,1.23E-06,4.08E-07,1.25E-07,1.13E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,Passenger Rail,CH4,MTCO2e,9.38E-08,2.92E-08,1.83E-08,2.04E-08,1.16E-08,5.27E-09,3.76E-08,2.68E-08,1.12E-08,4.28E-09,1.37E-09,4.41E-10,1.33E-10,3.84E-11,3.34E-12,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,resid cooling,CH4,MTCO2e,0.000131028,5.61E-05,5.13E-05,5.56E-05,3.46E-05,1.69E-05,9.57E-06,5.41E-06,2.24E-06,9.12E-07,3.29E-07,1.18E-07,3.86E-08,1.17E-08,1.04E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,resid others,CH4,MTCO2e,7.96E-05,3.41E-05,3.12E-05,4.95E-05,3.97E-05,2.62E-05,1.85E-05,1.22E-05,5.67E-06,2.57E-06,1.01E-06,3.93E-07,1.39E-07,4.48E-08,4.25E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,2W and 3W,CH4,MTCO2e,0.002860547,0.003236367,0.003019244,0.002296114,0.00061932,0.00025593,0.000116905,4.44E-05,1.30E-05,3.25E-06,1.39E-06,5.45E-07,1.94E-07,5.64E-08,5.69E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,agricultural energy use,CH4,MTCO2e,0.006161339,0.005434311,0.003439555,0.003972695,0.002449054,0.001566304,0.001064005,0.000712251,0.000353034,0.000157532,6.98E-05,3.05E-05,1.24E-05,4.14E-06,4.85E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Bus,CH4,MTCO2e,0.001443658,0.001633315,0.001523743,0.002112523,0.001603389,0.001017849,0.000689004,0.000418818,0.000161668,3.81E-05,5.95E-06,0,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Car,CH4,MTCO2e,0.001749773,0.001979666,0.001846847,0.00183539,0.001184393,0.000881157,0.000637693,0.000389984,0.000199679,7.28E-05,2.17E-05,5.81E-06,1.49E-06,3.76E-07,4.27E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,cement,CH4,MTCO2e,0.000411428,0.000325293,0.000180332,0.000153499,0.000173711,0.000384634,0.000713614,0.00089773,0.000721161,0.000461941,0.000262494,0.000134421,6.08E-05,2.17E-05,2.65E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,comm heating,CH4,MTCO2e,0.000571818,0.000569519,0.0003573,0.000525921,0.000419919,0.000433757,0.000476656,0.000486189,0.000376953,0.000262309,0.000176752,0.000107664,5.78E-05,2.41E-05,3.41E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,comm others,CH4,MTCO2e,0.000597179,0.000594778,0.000373147,0.00035502,0.00016349,8.62E-05,5.12E-05,3.01E-05,1.44E-05,6.25E-06,3.21E-06,1.51E-06,6.40E-07,2.18E-07,2.60E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Domestic Aviation,CH4,MTCO2e,0.000178807,0.000123123,0.000106371,0.000169623,0.000134682,0.000138182,0.000150914,0.000148663,0.000111935,7.61E-05,5.24E-05,3.28E-05,1.81E-05,7.83E-06,1.15E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Domestic Ship,CH4,MTCO2e,0.00120955,0.000910459,0.000927177,0.001189735,0.0007162,0.000576193,0.000474582,0.00034436,0.00019228,9.83E-05,5.84E-05,3.21E-05,1.59E-05,6.23E-06,8.44E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Freight Rail,CH4,MTCO2e,6.07E-05,6.87E-05,6.41E-05,8.32E-05,5.37E-05,4.50E-05,5.05E-05,4.24E-05,2.51E-05,1.32E-05,7.70E-06,4.12E-06,1.96E-06,7.25E-07,9.03E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Heavy truck,CH4,MTCO2e,0.00079508,0.000899547,0.000839197,0.001042042,0.000788181,0.000608987,0.000390893,0.000228676,8.45E-05,2.19E-05,3.42E-06,2.92E-07,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,industrial energy use,CH4,MTCO2e,0.005570041,0.002739352,0.005106428,0.007711869,0.006425644,0.005566589,0.004646402,0.003293721,0.001763308,0.00084342,0.000381706,0.000161758,6.33E-05,2.05E-05,2.36E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,industrial feedstocks,CH4,MTCO2e,0.001313122,0.001138336,0.00054868,0.000865472,0.001289994,0.001801101,0.002595724,0.003143839,0.002687964,0.002046686,0.001314997,0.000773084,0.000402179,0.000162906,2.24E-05,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,International Aviation,CH4,MTCO2e,0.00287707,0.001981158,0.001711545,0.002384473,0.001912223,0.001856967,0.00187056,0.001730982,0.001220799,0.00077096,0.000475792,0.000269141,0.000135896,5.40E-05,7.35E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,International Ship,CH4,MTCO2e,0.000849479,0.001603703,0.001071881,0.001306869,0.000901735,0.000754147,0.000661164,0.000541746,0.000344192,0.000199118,0.000112621,5.92E-05,2.82E-05,1.07E-05,1.40E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Large Car and Truck,CH4,MTCO2e,0.000537934,0.00060861,0.000567779,0.000574273,0.000380957,0.00032172,0.000272048,0.000206344,0.000119337,4.75E-05,1.62E-05,5.09E-06,1.56E-06,4.50E-07,5.35E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Light truck,CH4,MTCO2e,0.00035069,0.000396767,0.000370148,0.000454966,0.000328105,0.000205143,8.79E-05,3.75E-05,9.65E-06,2.12E-06,3.05E-07,2.71E-08,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Medium truck,CH4,MTCO2e,0.003403979,0.003851234,0.003592856,0.004482882,0.003418004,0.002625555,0.001652892,0.00095304,0.000348481,8.94E-05,1.42E-05,1.27E-06,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Mini Car,CH4,MTCO2e,0.000501181,0.000567023,0.000528982,0.000541266,0.000397099,0.000393775,0.000345018,0.000250838,0.000133335,5.03E-05,1.56E-05,4.40E-06,1.20E-06,3.14E-07,3.49E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,Passenger Rail,CH4,MTCO2e,7.26E-05,8.21E-05,7.66E-05,0.00010336,7.72E-05,6.82E-05,4.03E-05,2.22E-05,9.62E-06,3.88E-06,1.81E-06,7.70E-07,2.91E-07,8.60E-08,8.59E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,resid heating,CH4,MTCO2e,0.000867684,0.000539371,0.000333826,0.000513839,0.000418882,0.000449127,0.00051327,0.000542103,0.000432688,0.00030999,0.00021518,0.000134363,7.36E-05,3.12E-05,4.47E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,refining,resid others,CH4,MTCO2e,0.002249058,0.001398052,0.000865283,0.000963495,0.00051772,0.00031676,0.000202759,0.00012135,5.68E-05,2.35E-05,1.11E-05,4.68E-06,1.77E-06,5.43E-07,5.89E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,agricultural energy use,CH4,MTCO2e,0.000659513,0.000772978,0.002143061,0.001504053,0.000631331,0.000564891,0.000416767,0.000136863,3.54E-05,1.97E-05,9.60E-06,4.35E-06,1.83E-06,6.85E-07,8.37E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,cement,CH4,MTCO2e,0.000964939,0.001349699,0.001235251,0.001061628,0.000349011,0.000263594,0.000176681,5.81E-05,1.52E-05,8.26E-06,4.01E-06,1.82E-06,7.67E-07,2.87E-07,3.52E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,comm cooling,CH4,MTCO2e,0.00159328,0.003393882,0.00385232,0.003253828,0.001288431,0.000971015,0.000637222,0.00021051,5.54E-05,3.28E-05,1.80E-05,9.39E-06,4.52E-06,1.89E-06,2.53E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,comm others,CH4,MTCO2e,0.004798316,0.010221,0.01160161,0.01154371,0.005067345,0.00422559,0.00300675,0.00106033,0.000296567,0.000186862,0.000109645,6.11E-05,3.14E-05,1.40E-05,1.98E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,Freight Rail,CH4,MTCO2e,6.86E-06,8.54E-06,7.92E-06,6.39E-06,2.39E-06,1.73E-06,8.01E-06,4.90E-06,1.72E-06,1.16E-06,6.39E-07,3.38E-07,1.68E-07,7.55E-08,1.11E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,industrial energy use,CH4,MTCO2e,0.01876287,0.03771598,0.05057151,0.04720526,0.0248666,0.02491926,0.02053142,0.007654863,0.002107119,0.001219943,0.000623617,0.000293865,0.000127027,4.81E-05,5.89E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,Passenger Rail,CH4,MTCO2e,6.20E-06,7.73E-06,7.14E-06,5.71E-06,2.11E-06,1.39E-06,1.07E-05,4.25E-06,1.07E-06,5.55E-07,2.47E-07,1.04E-07,4.10E-08,1.47E-08,1.74E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,resid cooling,CH4,MTCO2e,0.009186325,0.01630933,0.02206357,0.01756351,0.006975741,0.004996335,0.003077095,0.000948871,0.00023129,0.000124325,6.13E-05,2.84E-05,1.21E-05,4.54E-06,5.47E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,resid others,CH4,MTCO2e,0.005582573,0.009911255,0.01340813,0.01563062,0.008000268,0.00774484,0.005938226,0.002132698,0.000584488,0.000350647,0.000188319,9.45E-05,4.35E-05,1.74E-05,2.24E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,2W and 3W,CH4,MTCO2e,0.00023414,0.002508881,0.002892355,0.004730777,0.001735839,0.000911056,0.000268805,5.25E-05,9.34E-06,3.68E-06,2.44E-06,1.43E-06,7.26E-07,2.95E-07,3.89E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,agricultural energy use,CH4,MTCO2e,0.002731717,0.003022456,0.003267413,0.001866299,0.000762724,0.000454426,0.000220686,7.32E-05,2.26E-05,1.55E-05,9.55E-06,5.84E-06,3.38E-06,1.60E-06,2.48E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,Bus,CH4,MTCO2e,0.002418665,0.02591814,0.02987958,0.02911307,0.01775957,0.01231028,0.005959209,0.002061469,0.000542509,0.000240253,6.24E-05,0,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,Car,CH4,MTCO2e,0.001370334,0.01468489,0.01692934,0.007646357,0.003367958,0.001785159,0.000741618,0.000193906,6.42E-05,4.05E-05,1.77E-05,5.59E-06,9.98E-07,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,cement,CH4,MTCO2e,0.0077686,0.008515281,0.009205397,0.007490789,0.003222769,0.005093208,0.006097858,0.003655075,0.001823419,0.001801357,0.001415065,0.00099274,0.000622428,0.000309347,4.98E-05,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,comm heating,CH4,MTCO2e,0.004718225,0.006768271,0.005628467,0.004283659,0.00211631,0.001787277,0.001277489,0.000692812,0.000351995,0.000436901,0.000484222,0.000465608,0.000378845,0.000235492,4.61E-05,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,comm others,CH4,MTCO2e,0.005943484,0.008525851,0.007090099,0.004353568,0.001664247,0.000976095,0.000510545,0.000211962,8.60E-05,8.46E-05,8.84E-05,7.97E-05,6.10E-05,3.63E-05,6.94E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,industrial energy use,CH4,MTCO2e,0.1237441,0.4111419,0.6591179,0.4952648,0.2732686,0.2256467,0.1399746,0.04942203,0.01651807,0.01232273,0.007694465,0.004484244,0.0024457,0.001109582,0.000168804,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,industrial feedstocks,CH4,MTCO2e,0.2595563,0.2071261,0.190186,0.1521069,0.0855791,0.086627,0.07519534,0.03923374,0.01866995,0.01928887,0.0174814,0.01425963,0.01028126,0.005777362,0.001034493,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,Large Car and Truck,CH4,MTCO2e,0.000421296,0.004514591,0.005204641,0.002429124,0.001160144,0.000786588,0.000440691,0.000181016,7.02E-05,4.85E-05,2.32E-05,7.98E-06,1.56E-06,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,Mini Car,CH4,MTCO2e,0.000392555,0.004206379,0.004849337,0.00221044,0.001012024,0.000528305,0.000216721,5.56E-05,1.81E-05,1.10E-05,4.94E-06,1.59E-06,2.92E-07,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,N fertilizer,CH4,MTCO2e,0.09980215,0.0629933,0.05252546,0.0352581,0.01852311,0.01477459,0.009974007,0.00417662,0.001726204,0.001583334,0.001237171,0.000885376,0.000565181,0.000285535,4.63E-05,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,resid heating,CH4,MTCO2e,0.005267431,0.007620895,0.01218518,0.009705264,0.004779903,0.004146502,0.003060408,0.001709228,0.000890427,0.001134393,0.001295977,0.001278364,0.001061586,0.000671249,0.000133103,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,gas processing,resid others,CH4,MTCO2e,0.07213307,0.1043623,0.1668658,0.1199661,0.05316016,0.03607527,0.02028283,0.008560255,0.003400351,0.003180218,0.003039641,0.002468193,0.001691277,0.000905339,0.000157351,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,comm others,comm others,CH4,MTCO2e,0,0,0.06410782,0.04599243,0.001115315,0.000229722,9.63E-05,4.61E-05,1.51E-05,3.04E-06,6.93E-07,3.64E-07,1.06E-07,7.74E-10,2.63E-11,1.50E-13,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,mining energy use,CH4,MTCO2e,0,0,0.000257203,0.000234836,2.18E-05,2.77E-06,1.34E-06,5.61E-07,1.59E-07,3.01E-08,4.53E-09,1.76E-09,3.97E-10,2.71E-12,7.44E-14,3.65E-16,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,comm others,comm others,N2O,MTCO2e,0,0,0.000292033,0.00018518,1.06E-05,2.76E-06,1.17E-06,5.08E-07,1.29E-07,1.86E-08,2.58E-09,2.47E-10,1.38E-11,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,coal,electricity,mining energy use,N2O,MTCO2e,0,0,1.17E-06,9.46E-07,2.07E-07,3.33E-08,1.64E-08,6.18E-09,1.35E-09,1.84E-10,1.69E-11,1.20E-12,5.16E-14,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,oil,electricity,mining energy use,CH4,MTCO2e,0,0,6.98E-08,5.71E-08,2.39E-08,7.71E-09,3.49E-09,1.88E-09,7.35E-10,2.83E-10,9.44E-11,3.10E-11,9.39E-12,2.67E-12,2.27E-13,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,mining energy use,CH4,MTCO2e,0,0,2.89E-05,1.72E-05,4.64E-06,2.19E-06,1.08E-06,3.19E-07,7.40E-08,3.80E-08,1.73E-08,7.39E-09,2.93E-09,1.03E-09,1.18E-10,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,agricultural energy use,N2O,MTCO2e,0,0,2.72E-07,2.53E-07,2.17E-07,2.27E-07,2.45E-07,1.45E-07,4.21E-08,2.67E-08,1.54E-08,8.75E-09,5.12E-09,3.32E-09,2.05E-09,1.34E-09,9.99E-10,7.99E-10,4.62E-10,2.46E-10
GCAM_CWF_W16_nuctrial3_cprice12,South Asia,natural gas,electricity,cement,N2O,MTCO2e,0,0,1.57E-07,1.79E-07,1.20E-07,1.06E-07,1.04E-07,6.14E-08,1.82E-08,1.12E-08,6.44E-09,3.66E-09,2.14E-09,1.39E-09,8.59E-10,5.64E-10,4.25E-10,3.41E-10,1.96E-10,1.04E-10
